,SMILES,Group,RDMol,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
16,COc1cc(C=CC(=O)CC(=O)C=Cc2c[nH]c3ccccc23)ccc1O,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6482462c10>,361.131408088,4,2,4.137000000000003,True
17,O=C(COc1ccccc1)Nc1ccc2nc(CNC3CCCCC3)ccc2c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64737275d0>,389.210327104,4,2,4.674600000000003,True
18,O=C(C=Cc1ccccc1)C=Cc1ccc(OCc2ccccc2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64737273a0>,340.14632988,2,0,5.561300000000005,True
19,O=C(C=Cc1ccccc1)CCCCCC(=O)C=Cc1ccc(O)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64737272b0>,348.17254462799997,3,1,5.207500000000005,True
20,O=C(Nc1cc(-c2ccccc2)ccc1N1CCC(O)(C(F)F)CC1)c1ccc(F)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727580>,440.171162636,3,2,5.341400000000005,True
21,CC(=O)NC(Cc1ccccc1)C(O)CNCc1cccc(OCC(O)CO)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727b20>,402.2154720599999,6,5,0.6164999999999992,True
22,Cc1cc(Br)cc(C)c1NC(=O)c1cccc(C(F)(F)F)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727210>,371.01326079600005,1,1,5.337040000000002,True
23,NC1=NC(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2N)OC1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727670>,346.11896656000005,8,3,1.0029000000000001,True
24,CCOCCOc1ccc2c(c1)C1(CC(C)(C)C(=O)N1C)OCCO2,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64737277b0>,349.18892296399997,5,0,2.5520000000000005,True
25,CCc1ccc(CNCC(O)C=Cc2cccc(C=CC(=O)CCCCN3CCCCC3)c2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727440>,474.324628584,4,2,5.651400000000006,True
26,COc1ccc2oc(-c3cccc(NC(=O)C(C)(C)C)c3)cc(=O)c2c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727260>,351.147058152,4,1,4.4532000000000025,True
27,O=S(=O)(c1ccccc1)N(Cc1ccc(OC(F)(F)F)cc1)CC(F)(F)F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727bc0>,413.052033596,3,0,4.338400000000003,True
28,C=CCN(C)CC(O)C(Cc1ccccc1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(C(=O)OC)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64737276c0>,543.273321284,6,3,3.7840000000000025,True
29,CCc1cn(C2OC(C)C(O)C2O)c(=O)nc1C(C)C,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727170>,282.157957184,6,2,0.5681999999999997,True
30,CC(C)OCC=CCc1ccc(OCC(O)CN(C)Cc2ccccc2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727030>,383.246043916,4,1,4.082000000000003,True
31,NC1=NC2(c3cc(NC(=O)c4ccc(Cl)cn4)ccc3F)OCC2CS1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727d00>,392.0510025879999,6,2,2.9871000000000016,True
32,COc1cc(C(=O)NC2CCN(C)CC2)cc(-c2ccccc2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727f80>,324.183778008,3,1,3.1862000000000013,True
33,COc1ccccc1-c1ccc2c(c1)C1(CCOC(N)=N1)c1cc(-c3cccnc3F)ccc1O2,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727cb0>,467.164519784,6,1,5.647600000000004,True
34,COc1ccc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2Cl)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727530>,356.08153670400003,4,1,4.3091000000000035,True
35,CN(C)Cc1ccccc1-c1cc2c(Nc3cccc(Br)c3)ncnc2s1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473727760>,438.05137970800007,5,1,5.926000000000004,True
36,CCC(O)C(CC)NC(CC(C)C)C(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNCc1cccc(CCO)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f648241bb20>,563.353463424,6,6,3.2314000000000007,False
37,CCOc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)C)c3)C2O)ccc1-c1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730c10>,507.24432966399996,5,2,4.982100000000005,True
38,O=C(Nc1cc(-c2ccccc2)cc(Oc2ccccc2)n1)C1CCCc2ccc(O)cc21,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64737301c0>,436.178692628,4,2,6.305100000000006,True
39,COCc1cc2cc(C#N)ccc2nc1O,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730620>,214.07422756,4,1,1.9584800000000002,True
40,Nc1cc(Nc2ccc(F)cn2)ccc1Nc1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64737304e0>,294.1280747,4,3,4.290100000000002,True
41,COc1cc(NC(=O)c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)cc(OC)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730d50>,417.168856216,4,2,4.503800000000003,True
42,NCc1ccc(Br)cc1CCC(=O)Nc1cccc(Cl)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730cb0>,366.013452912,2,2,4.132500000000002,True
43,NC1=NC(CF)(c2cccc(NC(=O)c3ccc(Cl)cn3)c2)COC1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64737302b0>,362.094581652,5,2,2.539500000000001,True
44,CC(C)CCN1C(Cc2cccc(C(F)(F)F)c2)CNC(=O)C(C)C1C,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730a30>,370.223198208,2,1,4.119000000000003,True
45,CC(C)Oc1cc(C(=O)NC2Cc3cccc(NC(C)(C)C)c3CN(C)C2)ccc1F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730940>,427.263505548,4,2,4.609800000000004,True
46,COc1ccc2[nH]c(-c3cccc(-c4ccc(NC(C)=O)cc4)c3)nc2c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730ad0>,357.14772684800005,3,2,4.863900000000003,True
47,COc1ccc(NC(=O)c2cnc(C)cn2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730990>,243.100776656,4,1,2.0459199999999997,True
48,CCCNCCOc1cccc(-c2ccc(C3CC3)cc2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730300>,295.19361442,2,1,4.6094000000000035,True
49,CCN(CC)CCC(=O)C(c1ccccc1)c1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730030>,295.19361442,2,0,4.119500000000004,True
50,Cc1ccc(-c2ocnc2CCCCCN2CCCC(C)C2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64737300d0>,326.23581357999996,3,0,5.094720000000005,True
51,CCCN(CCC)C(=O)c1cc(C(C)=O)cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)CNCc2ccccc2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730a80>,579.290863168,5,3,4.921400000000005,True
52,CCCS(=O)(=O)C(C)C(CC)Nc1cccc(-c2ccccc2Cl)n1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730080>,380.13252672000004,4,1,4.805800000000004,True
53,O=C(C=Cc1ccc(O)cc1)C=C(O)C=Cc1ccc(Oc2ccccc2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730210>,384.13615912,4,2,5.922100000000003,True
54,CC1(c2cc(-c3cncc(Cl)c3)ccc2F)N=C(N)OCC1(F)F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730350>,355.069924376,4,1,3.736500000000002,True
55,CC1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cc2cccc(F)c2N1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730710>,383.124546792,3,2,4.6346000000000025,True
56,CCCCCCNC(=O)Oc1cccc(C2=CCCCC2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f6473730e40>,301.20417910400005,2,1,5.312700000000005,True
57,CC1(c2cc(Nc3ccccn3)ccc2F)N=C(N)OCC1(F)F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64737309e0>,336.11979576,5,2,3.159700000000001,True
58,O=c1cccc(-c2ccccc2)c(O)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738517b0>,198.06807956,2,1,2.4194000000000004,True
59,CC#Cc1ccncc1-c1ccc(OC)c(CCc2ccc3ccc(OC)cc3c2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738510d0>,407.18852904,3,0,6.075600000000005,True
60,CCN(CC)Cc1cc(CC2C=[SH](O)(O)CC(NCc3cccc(C(C)(C)C)c3)C2=O)ccc1F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384d1c0>,504.282192392,5,4,5.149900000000004,False
61,CC(C)CNc1cc(-c2ccc(CNCCO)cc2)cc(NCCCC(F)(F)F)n1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384d2b0>,424.24499627200004,5,4,4.652800000000003,True
62,Cc1cc(CNC(=O)C(NC(=O)CC(N)CCCN=C(N)N)C(C)O)oc1C,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384d440>,396.248503504,6,6,-0.8507599999999969,True
63,CCCC(=O)Nc1ccc(-c2ccnc(N3CCNCC3)c2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384dad0>,324.195011388,4,2,2.8968000000000007,True
64,COc1ccc(-c2noc(C)c2C(=O)N=C(N)NCCCON=C(N)N(C)C)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f648233a440>,417.21245234400004,6,3,0.9011200000000018,True
65,NC1=NC2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c(F)cccc12,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f648233ae90>,365.097583096,5,1,3.721000000000002,True
66,C#Cc1ccc2c(c1)C1CCN(CCCc3ccccc3)CC1CO2,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384a5d0>,331.19361441999996,2,0,4.098600000000003,True
67,COCCCCC(O)(Cc1cccc(OCc2ncccn2)c1)C(O)CNCCc1cccc(OC)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384a4e0>,509.288971348,8,3,3.3477000000000023,True
68,COCCOc1cc2ncc(C#N)c(Nc3ccc(Cl)c(Cl)c3)c2cc1OC,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384a670>,417.064696764,6,1,5.190680000000004,True
69,NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(Br)c2)C(CO)N1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384a2b0>,429.02997348,5,3,2.870100000000001,True
70,O=C(C=Cc1ccc2c(ccn2-c2ccncc2)c1)NCc1cccc(F)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384ac10>,371.143390416,3,1,4.494200000000003,True
71,CCc1ccc(-c2noc(C)c2CC(=O)Oc2ccc(CCCOC)cc2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384a0d0>,393.194008344,5,0,4.9395200000000035,True
72,CN1C(=O)C(N)=NC2(CC(C)(C)Oc3ccc(-c4cncc(Cl)c4)cc32)C1=O,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384a940>,398.114568148,6,1,2.5142000000000007,True
73,CC(=O)Nc1c(Cl)cc(Cl)c2ccccc12,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384a620>,253.006119268,1,1,4.105000000000002,True
74,CC(=O)N1C(Cc2ccncc2)CCC1(O)c1nc(C(=O)O)cs1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384a260>,347.09397702399997,6,2,1.635,True
75,CN(Cc1ccccc1)Cc1cccc(C=CC(=O)NO)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384a300>,296.15247788,3,2,2.8372,True
76,NC1=NC(c2cc(NC(=O)c3cnc(OCC(F)F)cn3)ccc2F)(C(F)F)COC1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647384ae90>,445.117330472,7,2,2.359700000000001,True
77,CN(c1cc(-c2ccc3c(c2)CCNCCO3)ccn1)C(Cc1cccc(O)c1)C(=O)NC1CCCc2ccccc21,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372bb70>,562.294391076,6,3,5.220000000000004,False
78,CC1(c2cc(Nc3cnccn3)ccc2F)CCSC(N)=NC1(O)CCO,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372bd50>,391.147824164,8,4,2.139600000000001,True
79,COc1cc(CC(=O)OCC(=O)Nc2cccc(C(=O)O)c2)ccc1F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372bcb0>,361.096165452,5,2,2.2569,True
80,CCOc1cccc(-c2nc(SCC(=O)Nc3nc(-c4cc(Cl)ccc4OC)cc(Cl)c3F)n[nH]2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b760>,547.06479408,7,2,6.117700000000004,False
81,CC(=O)NC(Cc1cc(F)cc(F)c1)C(O)CNC1CCC(C)(c2cccc(O)c2)CC1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b300>,446.23809932399996,4,4,3.5686000000000027,True
82,Cc1ccccc1-c1ccc2nc(N)c(CC(C)C(=O)NCCC(C)(C)C)cc2c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372bdf0>,403.262362676,3,2,5.523420000000004,True
83,CCc1ccc(C(c2cccc(Br)c2)C2(C)CC2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b350>,328.08266277200005,0,0,5.943500000000004,True
84,CC(C)CC1CC(=O)NC(CCC2CCCCC2)C(=O)N(C)C(CC(C)C)C(=O)NCCC(=O)N1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b210>,492.367556016,4,3,3.1457000000000024,True
85,COc1cccc(-c2cc(OCC3CCNCC3)cnc2-c2ccc(C)cc2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372be40>,388.215078136,4,1,5.111020000000004,True
86,Oc1ccc(C2Oc3ccccc3OC2COc2ccc(OCc3ccccc3)cc2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b5d0>,440.162373868,5,1,5.931300000000005,True
87,COCC(Oc1cccc(CC2C[SH](O)CC(NCc3ccccn3)C2=O)c1)C(F)(F)F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372bee0>,472.164363004,6,3,3.4117000000000015,True
88,CCCc1cc(-c2ccc(CC(C)NC(=O)C3CNCCO3)cc2)cc(N2CCN(C(=O)C=CC(C)C)C2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b080>,532.341341268,5,2,4.160000000000003,True
89,Cc1cc(C)nc(NC(C)c2ncc(CC#N)cc2C)n1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b8a0>,281.16404560800004,5,1,3.0360400000000016,True
90,Cc1cnc(Oc2ccc(-c3ccc(CCC(C)C)c(C)c3)cc2)c(N)n1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b990>,361.21541248400007,4,1,5.723540000000005,True
91,CN(Cc1ccccc1)Cc1cccc(C=CC(=O)COc2ccc(-c3ccccc3)cc2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b170>,447.219829168,3,0,6.646900000000007,True
92,Nc1nc(=O)c2ccccc2[nH]1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372ba30>,161.058911844,3,2,0.5053000000000001,True
93,O=C1OCC(c2ccc(OCCCF)cc2)(C2CCCCC2)N1CC1CCOCC1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b8f0>,419.24718678799996,4,0,5.079400000000005,True
94,CCCC(O)CCCCCCCC(=O)NC(CC)CS,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372bc10>,303.223200296,3,3,3.702700000000003,True
95,CC(NC(=O)c1cc(NC(=O)NCCCCCS(=O)(=O)C2CCC2)cc(N2CCCCC2)c1)C(F)C(F)(F)F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b9e0>,578.254989576,5,3,4.954700000000004,True
96,COc1cnc(C(=O)Nc2ccc(Cl)c(C3(C(F)F)N=C(N)OC4CC43)c2)cn1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b800>,423.09097349200005,7,2,2.5847000000000007,True
97,COc1ccc(N2CC(=O)CON2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b670>,208.084792244,5,1,0.5204999999999995,True
98,CCNc1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2ccc3cc[nH]c3c2)cc2c1CCN2,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372b850>,497.2790753600001,5,6,4.059500000000002,True
99,COc1ccccc1Oc1ccc(CN2CCC3(CC2)OCc2ccccc2O3)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d300>,417.194008344,5,0,5.388800000000005,True
100,CCCNC(=O)Oc1ccc(Oc2ccc(C)cc2C(=O)NOCc2ccccc2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372db20>,434.18417193199997,5,2,5.147320000000004,True
101,O=C(C=Cc1ccc(O)cc1)C=C(O)C=Cc1ccc(OCc2cccc(F)c2)c(OCc2ccccc2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d800>,522.184252184,5,2,7.426900000000006,False
102,CN1C(=O)C(c2ccccc2)(c2cccc(F)c2)N=C1N,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d9e0>,283.112090288,3,1,1.8559999999999999,True
103,N#Cc1cccc(C23CCC(N(CCN4CCCC4)C(=O)Nc4ccc(F)c(Cl)c4)C2C3)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372dee0>,466.193567416,3,1,5.4007800000000055,True
104,CCNc1[nH]c(-c2cc(F)c(F)cc2F)nc1C(=O)NCc1cccc(OC)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d0d0>,404.146010508,4,3,3.8644000000000016,True
105,CCCCN(CCC)c1cc(C)nc2c(-c3ccccn3)c(C)nn12,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d530>,337.2266458640001,5,0,4.424640000000004,True
106,NC1=NC(c2cccc(-c3ccccc3)c2)CC(=O)C1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372df80>,264.126263132,3,1,3.1148000000000025,True
107,CN1C(=O)C2(CC(C)(C)Oc3ccc(-c4cccc(Cl)c4)cc32)N=C1N,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372da80>,369.12440456,4,1,3.5501000000000023,True
108,Nc1cc(C(=O)NC(Cc2ccccc2)C(O)CNCc2ccc3ccccc3c2)cc(-c2ccccc2)n1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d850>,516.252526264,5,4,4.975800000000004,True
109,Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)ccn1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d210>,395.154623796,5,1,3.996920000000001,True
110,NC1=NC(=O)C2CCCN2c2ccc(cc2)OCCCCCNCC(O)C(Cc2ccccc2)NC(=O)C2CCCN2C1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d350>,590.358053952,8,4,2.244300000000001,True
111,NCc1cc(Br)cc(C(=O)Nc2ccc(Cl)c(Cl)c2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d620>,371.943180432,2,2,4.466900000000002,True
112,CCc1ccc2c(c1)C(NCC(O)C1Cc3cccc(c3)OCCCCC(=O)N1)OC2,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d940>,424.23620750399994,5,3,3.0185000000000013,True
113,COc1ccc(N2CC3C(=O)N(C)C(N)=NC3(c3ccc(F)cc3F)C2)nc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d990>,387.15068128800004,6,1,1.4868000000000001,True
114,CCc1cc(CC2C=[SH](O)(O)CC(NCc3cccc(C(C)(C)C)c3)C2=O)ccc1F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d6c0>,447.22434316799996,4,4,4.870500000000004,True
115,CSc1cc(C(=O)Nc2ccc(F)c(C3(C)C=C(CO)C(N)=N3)c2)ncc1F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372dc60>,404.1118532560001,6,3,2.838700000000001,True
116,COc1cnc(NC(=O)c2ccc(F)c(OCc3cccnc3)c2)c(OC)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d3f0>,383.128134276,6,1,3.4642000000000017,True
117,Cc1cc(CC(NC(=O)c2c(-c3cccc(F)c3)c(=O)ccn2-c2cccc(F)n2)C(F)(F)F)ccc1F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d580>,531.138146168,4,1,5.528620000000004,False
118,N#Cc1ccnc(Nc2ccc(F)c(-c3ccccc3)c2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372dd50>,289.101525604,3,1,4.502980000000003,True
119,CC(C)CC(NC(=O)C(NC(=O)C(N)CNC(=O)c1nn[nH]n1)C(C)C)C(C)C,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372dd00>,410.27538694800006,7,5,-0.4154999999999973,True
120,O=S(=O)(c1ccc(OCC#CC2CCCN2)cc1)c1ccc(OCC(F)(F)F)nc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d3a0>,440.101762748,6,1,2.989700000000002,True
121,COCCOc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)C)c3)C2O)ccc1O,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d260>,477.21850883999997,7,3,2.647200000000001,True
122,Cc1ccc(S(=O)(=O)NCC(O)CNc2cccc(Br)c2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372de40>,398.029975568,4,3,2.50882,True
123,NC1=NC2(CO1)c1cc(-c3cccnc3F)ccc1Oc1c2cc(-c2ccnc(F)c2)nc1F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d2b0>,461.109959348,7,1,4.317100000000002,True
124,CCCOc1ccc(C=NNc2ccc(Cl)cc2)cc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372da30>,288.10294084400005,3,1,4.574800000000003,True
125,CCc1nc(N2CC3C(=O)N(C)C(N)=NC3(c3ccc(F)cc3Cl)C2)nc(C)c1F,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372dcb0>,434.14334341200004,6,1,2.397420000000001,True
126,CCNC(=O)Oc1cccc(C2(C)CCSC(N)=N2)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d8a0>,293.119797848,5,2,2.4617000000000004,True
127,COc1cnc(C(=O)Nc2cc(F)c(F)c(C3(C)CC(C(F)(F)F)OC(N)=N3)c2)c(F)c1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372de90>,462.112659692,6,2,3.640900000000001,True
128,CC1=NC(=S)NC(c2ccc3c(c2)OCO3)C1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f647372d120>,248.061948624,3,1,2.1955,True
129,O=C(Nc1cc(Br)ccc1N1CCN(Cc2ccccc2)CC1)c1ccccc1,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bf260>,449.11027448799996,3,1,5.0236000000000045,True
130,O=C(Nc1cc(Br)ccc1N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2oc1=O,Generated,<rdkit.Chem.rdchem.Mol object at 0x7f64738bf170>,517.1001037279999,5,1,5.130000000000004,False
